,ActualWarrenty,CompanyWarranty,ContactForce,Cracks,CurrentFlow,DateTime,DeviceCategory,DeviceSpeed,DynamicAcceleration,EnvTemperature,HeatGenerated,Humidity,ImpactAcceleration,LateralAcceleration,Latitude,Longitude,Noofdevices,RepairedNo,Strain,StructureDistortion,StructureMovement,TransverseDeformation,UsagePerDay,VerticalContactForce,VerticalDisplacement,Vibration:,Voltage,WindSpeed,category
171,9,1,4588,0,16,2017-01-11,Drilling and Demolition Tools,1861,215,44,83,41,30,245,5,146,13,3,2,4,8,5,17,1559,27,19,251,8,Power Tools
172,34,1,3555,1,16,2017-01-11,Measuring Tools,1144,105,26,74,51,15,161,61,102,11,4,5,5,1,3,13,1304,11,174,178,27,Power Tools
173,28,1,6849,1,16,2017-01-11,Cordless Power Tools,663,204,25,58,81,15,236,32,110,38,2,2,2,6,1,19,1383,37,21,191,14,Power Tools
174,2,1,8325,1,16,2017-01-11,Fastening Systems,1739,22,33,43,35,8,16,13,131,58,4,1,4,10,4,2,1754,45,65,206,44,Power Tools
175,1,1,8950,0,16,2017-01-12,Diamond Tools,1260,249,33,91,37,8,9,76,113,15,1,8,0,8,6,18,1679,14,106,244,43,Power Tools
176,20,1,4603,0,16,2017-01-12,Drilling and Demolition Tools,799,172,59,83,68,25,13,3,16,6,2,9,0,7,6,19,1211,3,246,221,28,Power Tools
177,17,1,5761,0,16,2017-01-12,Measuring Tools,1786,30,34,46,53,30,187,25,127,48,1,1,10,9,3,4,1143,23,62,259,46,Power Tools
178,24,1,5491,0,16,2017-01-12,Cordless Power Tools,714,250,50,65,86,28,118,84,113,37,5,4,8,10,8,1,1958,31,74,165,47,Power Tools
179,6,1,1935,1,16,2017-01-12,Fastening Systems,611,47,26,54,58,7,150,48,90,44,0,2,1,6,7,8,1313,33,208,182,27,Power Tools
180,15,1,8828,1,16,2017-01-13,Diamond Tools,1048,29,32,81,92,13,69,27,125,58,5,9,4,6,4,2,1990,48,81,255,49,Power Tools
181,19,1,8217,1,16,2017-01-13,Drilling and Demolition Tools,1836,116,57,71,51,6,233,4,87,4,0,6,5,9,0,4,1508,10,68,211,4,Power Tools
182,47,1,4590,0,16,2017-01-13,Measuring Tools,876,145,53,84,34,1,156,82,155,4,5,3,8,0,2,15,1958,13,212,155,44,Power Tools
183,9,1,2887,1,16,2017-01-13,Cordless Power Tools,1410,217,46,60,48,1,36,3,179,10,0,6,8,1,5,2,1908,48,7,181,7,Power Tools
184,15,1,9247,1,16,2017-01-13,Fastening Systems,1467,109,35,72,84,29,244,3,41,19,0,9,4,0,3,8,1876,8,47,226,2,Power Tools
185,49,1,2139,0,16,2017-01-14,Diamond Tools,1749,189,38,72,34,15,89,44,19,22,5,2,0,2,0,10,1328,35,149,263,44,Power Tools
186,22,1,9099,0,16,2017-01-14,Drilling and Demolition Tools,1742,201,33,91,74,17,250,23,100,58,4,2,4,9,7,11,1280,31,44,219,20,Power Tools
187,48,1,2747,1,16,2017-01-14,Measuring Tools,1236,220,38,90,48,28,165,61,57,52,0,0,8,4,7,21,1606,4,111,199,44,Power Tools
188,13,1,3479,1,16,2017-01-14,Cordless Power Tools,502,173,53,40,83,14,139,84,51,26,5,2,0,8,6,3,1718,49,162,246,41,Power Tools
189,47,1,5162,0,16,2017-01-14,Fastening Systems,1257,82,29,60,87,5,120,14,139,12,3,7,7,0,4,18,1912,45,191,220,22,Power Tools
190,10,1,7724,1,16,2017-01-15,Diamond Tools,1909,127,36,91,72,11,163,25,74,53,4,0,10,6,5,22,1703,34,106,150,4,Power Tools
191,19,1,2125,1,16,2017-01-15,Drilling and Demolition Tools,1210,154,38,77,31,30,247,28,121,27,3,0,7,5,6,14,1338,1,20,172,31,Power Tools
192,52,1,2535,1,16,2017-01-15,Measuring Tools,870,192,51,65,85,4,33,0,37,53,3,10,8,8,5,23,1957,6,233,207,16,Power Tools
193,34,1,2708,1,16,2017-01-15,Cordless Power Tools,773,174,27,75,80,1,184,65,125,44,5,9,6,6,7,9,1895,15,144,255,30,Power Tools
194,12,1,5269,0,16,2017-01-15,Fastening Systems,1270,100,56,90,60,3,72,53,76,2,0,4,9,1,10,15,1668,14,138,171,32,Power Tools
195,28,1,4218,0,16,2017-01-16,Diamond Tools,1168,99,56,40,33,28,23,65,69,34,4,9,4,6,0,19,1019,31,240,251,22,Power Tools
196,5,1,7415,1,16,2017-01-16,Drilling and Demolition Tools,1265,107,58,74,63,26,186,62,77,3,1,9,4,4,3,16,1526,15,111,193,14,Power Tools
197,30,1,5472,0,16,2017-01-16,Measuring Tools,1584,22,25,50,96,8,19,40,139,49,3,1,3,4,0,2,1429,23,241,255,33,Power Tools
198,37,1,2678,1,16,2017-01-16,Cordless Power Tools,1843,153,28,98,33,10,227,79,100,57,1,10,10,1,3,1,1693,43,236,202,45,Power Tools
199,4,1,7806,1,16,2017-01-16,Fastening Systems,1716,172,26,46,58,4,102,85,121,9,0,8,6,7,0,7,1707,12,198,225,45,Power Tools
200,37,1,3684,0,16,2017-01-17,Diamond Tools,1691,44,53,45,83,4,103,33,9,7,2,9,6,7,10,20,1524,26,53,179,39,Power Tools
201,11,1,3112,0,16,2017-01-17,Drilling and Demolition Tools,672,21,25,47,36,23,56,30,55,10,5,9,0,10,8,4,1530,37,50,196,17,Power Tools
202,13,1,9222,0,16,2017-01-17,Measuring Tools,1972,222,37,54,67,6,165,63,98,14,4,10,3,0,8,5,1862,10,29,172,17,Power Tools
203,3,1,5070,1,16,2017-01-17,Cordless Power Tools,1303,152,33,74,50,5,161,27,126,24,0,3,7,7,5,16,1503,3,167,250,30,Power Tools
204,51,1,2894,1,16,2017-01-17,Fastening Systems,1534,245,29,75,48,26,83,67,59,15,3,9,8,8,9,12,1291,28,160,159,7,Power Tools
205,38,1,6565,0,16,2017-01-18,Diamond Tools,760,83,54,50,78,21,50,87,41,32,4,6,8,6,1,0,1597,50,193,229,49,Power Tools
206,44,1,2587,1,16,2017-01-18,Drilling and Demolition Tools,1236,241,29,42,96,19,137,67,129,38,4,8,8,0,2,23,1288,9,243,161,27,Power Tools
207,32,1,2301,0,16,2017-01-18,Measuring Tools,826,208,28,84,89,8,206,36,134,2,2,0,1,0,7,21,1163,43,171,167,49,Power Tools
208,52,1,8104,1,16,2017-01-18,Cordless Power Tools,921,149,39,41,64,1,136,70,70,0,1,0,8,8,3,13,1918,12,145,153,50,Power Tools
209,13,1,9344,1,16,2017-01-18,Fastening Systems,943,77,23,85,78,11,181,89,94,3,5,4,6,3,5,18,1675,47,235,246,18,Power Tools
210,11,1,4611,1,16,2017-01-19,Diamond Tools,1011,79,54,95,63,13,212,79,105,59,2,0,8,9,1,2,1353,24,25,236,8,Power Tools
211,50,1,2402,0,16,2017-01-19,Drilling and Demolition Tools,981,199,58,76,78,21,212,11,93,51,0,0,3,4,1,17,1164,47,157,255,23,Power Tools
212,21,1,1977,0,16,2017-01-19,Measuring Tools,1395,24,60,45,89,9,132,30,99,41,2,10,8,2,4,5,1667,24,36,243,10,Power Tools
213,46,1,3494,0,16,2017-01-19,Cordless Power Tools,1125,9,36,59,96,5,247,58,38,43,1,2,5,7,3,21,1107,5,59,246,13,Power Tools
214,38,1,8208,0,16,2017-01-19,Fastening Systems,701,185,55,96,35,30,117,40,158,52,0,7,1,2,6,16,1806,23,116,231,46,Power Tools
215,11,1,5498,1,16,2017-01-20,Diamond Tools,873,93,47,52,98,15,222,5,28,24,1,4,5,1,1,13,1043,48,208,241,14,Power Tools
216,27,1,3007,1,16,2017-01-20,Drilling and Demolition Tools,1020,166,56,43,48,29,241,55,7,34,1,8,6,4,9,20,1131,18,4,219,24,Power Tools
217,12,1,2509,0,16,2017-01-20,Measuring Tools,1156,5,25,59,81,27,86,16,35,27,2,10,10,10,8,13,1103,14,170,207,26,Power Tools
218,47,1,6031,1,16,2017-01-20,Cordless Power Tools,853,223,25,71,83,18,221,69,157,0,2,6,3,3,9,0,1416,48,247,233,20,Power Tools
219,40,1,8990,0,16,2017-01-20,Fastening Systems,815,241,37,51,88,14,231,27,54,57,5,2,10,10,5,18,1046,49,40,213,27,Power Tools
220,3,1,9242,1,16,2017-01-21,Diamond Tools,746,57,51,90,86,14,19,51,53,7,5,9,2,3,5,1,1474,40,218,193,27,Power Tools
221,52,1,5738,0,16,2017-01-21,Drilling and Demolition Tools,1242,183,59,43,97,22,129,26,162,10,4,6,1,2,6,15,1278,9,124,185,25,Power Tools
222,14,1,6838,1,16,2017-01-21,Measuring Tools,1330,67,36,56,46,11,166,66,103,51,4,7,10,9,4,11,1884,36,85,208,19,Power Tools
223,12,1,2689,1,16,2017-01-21,Cordless Power Tools,1388,190,33,91,52,10,15,21,163,42,4,6,2,7,4,12,1408,6,246,239,19,Power Tools
224,15,1,4514,0,16,2017-01-21,Fastening Systems,1579,34,59,88,91,29,184,0,45,4,2,2,7,2,3,12,1090,12,33,185,42,Power Tools
225,7,1,8974,1,16,2017-01-22,Diamond Tools,1073,70,24,40,31,10,101,22,36,60,2,1,5,10,0,18,1961,28,174,251,24,Power Tools
226,19,1,7190,1,16,2017-01-22,Drilling and Demolition Tools,1276,238,52,73,41,13,221,68,84,49,1,9,7,9,1,23,1925,34,250,180,30,Power Tools
227,34,1,4429,0,16,2017-01-22,Measuring Tools,1969,144,46,65,62,28,24,21,46,51,2,8,1,0,6,13,1589,39,201,153,21,Power Tools
228,41,1,9060,1,16,2017-01-22,Cordless Power Tools,962,138,44,73,69,24,217,22,84,28,2,9,2,0,10,14,1444,41,47,223,30,Power Tools
229,10,1,4041,1,16,2017-01-22,Fastening Systems,820,120,60,40,61,4,179,62,8,10,1,7,5,4,1,12,1409,28,243,162,8,Power Tools
230,18,1,6458,0,16,2017-01-23,Diamond Tools,1592,119,45,85,41,10,142,90,179,21,5,10,1,10,8,20,1573,4,142,165,32,Power Tools
231,44,1,5345,1,16,2017-01-23,Drilling and Demolition Tools,733,46,42,83,94,26,60,66,88,5,4,7,4,1,4,15,1187,5,91,204,30,Power Tools
232,14,1,7219,0,16,2017-01-23,Measuring Tools,1481,203,49,81,100,3,206,66,162,32,4,5,2,0,9,23,1135,15,33,162,49,Power Tools
233,38,1,1037,0,16,2017-01-23,Cordless Power Tools,845,59,60,64,74,3,57,35,27,39,4,2,8,3,5,2,1499,45,8,188,24,Power Tools
234,9,1,9326,0,16,2017-01-23,Fastening Systems,1542,140,23,72,78,0,161,68,173,37,4,9,10,9,3,16,1923,45,209,258,27,Power Tools
235,48,1,2736,1,16,2017-01-24,Diamond Tools,1694,158,41,92,43,23,226,44,76,2,3,0,3,1,4,4,1271,30,161,165,2,Power Tools
236,33,1,9377,0,16,2017-01-24,Drilling and Demolition Tools,662,16,29,47,65,28,36,49,9,21,4,1,2,9,1,6,1552,12,191,247,15,Power Tools
237,10,1,2410,0,16,2017-01-24,Measuring Tools,1293,87,36,80,99,21,42,63,92,39,5,2,7,8,8,21,1554,30,166,151,13,Power Tools
238,38,1,5224,0,16,2017-01-24,Cordless Power Tools,585,220,22,42,84,5,74,65,49,51,1,10,0,10,6,3,1951,25,59,219,22,Power Tools
239,48,1,7616,1,16,2017-01-24,Fastening Systems,1940,141,31,88,72,28,60,51,40,34,4,8,9,1,8,22,1525,7,130,228,23,Power Tools
240,21,1,2923,0,16,2017-01-25,Diamond Tools,1812,201,52,56,91,4,42,78,52,53,1,3,4,10,3,11,1231,24,224,240,0,Power Tools
241,38,1,6202,0,16,2017-01-25,Drilling and Demolition Tools,912,245,44,84,39,16,163,86,37,44,2,1,4,9,8,15,1552,14,211,218,40,Power Tools
242,51,1,5007,0,16,2017-01-25,Measuring Tools,960,48,59,61,56,23,86,56,32,30,0,10,5,5,10,24,1253,49,129,245,40,Power Tools
243,4,1,6501,1,16,2017-01-25,Cordless Power Tools,1750,85,52,96,90,20,17,27,106,43,3,3,10,1,1,24,1410,14,54,236,12,Power Tools
244,45,1,7783,1,16,2017-01-25,Fastening Systems,1664,200,33,100,52,27,21,2,89,50,1,4,3,4,7,12,1762,31,105,216,13,Power Tools
245,10,1,5902,1,16,2017-01-26,Diamond Tools,1185,209,48,66,34,16,75,18,174,16,4,0,8,10,8,1,1719,41,184,195,48,Power Tools
246,18,1,6592,1,16,2017-01-26,Drilling and Demolition Tools,1565,32,31,51,89,25,207,24,36,16,1,0,5,10,9,5,1925,18,10,164,45,Power Tools
247,38,1,4747,0,16,2017-01-26,Measuring Tools,1345,8,37,79,72,15,161,49,38,45,3,10,5,9,0,11,1314,20,185,232,44,Power Tools
248,20,1,1256,1,16,2017-01-26,Cordless Power Tools,1488,247,45,87,31,4,164,56,81,54,2,0,8,4,10,15,1344,28,1,190,42,Power Tools
249,4,1,3665,1,16,2017-01-26,Fastening Systems,1974,29,58,44,93,20,57,65,141,50,1,4,5,2,9,18,1227,23,60,152,24,Power Tools
250,38,1,4831,0,16,2017-01-27,Diamond Tools,526,16,52,58,76,22,74,14,74,22,2,2,10,7,9,13,1277,21,116,151,31,Power Tools
251,23,1,5150,1,16,2017-01-27,Drilling and Demolition Tools,1315,139,30,82,71,5,163,71,12,8,2,10,2,10,0,2,1207,27,146,186,7,Power Tools
252,4,1,4218,1,16,2017-01-27,Measuring Tools,605,13,32,61,47,26,162,58,23,2,1,9,2,9,8,11,1349,41,86,167,49,Power Tools
253,48,1,8791,0,16,2017-01-27,Cordless Power Tools,816,118,51,66,96,11,46,75,55,0,0,7,1,9,8,0,1493,8,159,214,15,Power Tools
254,16,1,3924,0,16,2017-01-27,Fastening Systems,759,229,20,58,64,19,221,81,30,49,0,5,7,3,5,5,1062,48,137,240,41,Power Tools
255,44,1,6959,0,16,2017-01-28,Diamond Tools,563,128,32,97,56,15,0,83,55,25,0,3,10,3,1,9,1366,31,116,196,4,Power Tools
256,49,1,4155,1,16,2017-01-28,Drilling and Demolition Tools,1385,3,59,46,100,13,137,30,19,31,3,8,2,6,10,20,1956,11,217,150,29,Power Tools
257,26,1,6545,1,16,2017-01-28,Measuring Tools,1630,207,39,47,81,4,46,41,65,37,0,0,8,7,9,16,1095,32,140,153,8,Power Tools
258,45,1,1878,1,16,2017-01-28,Cordless Power Tools,1991,218,59,41,97,22,237,57,111,17,3,6,2,2,1,2,1532,30,101,270,39,Power Tools
259,12,1,2554,1,16,2017-01-28,Fastening Systems,610,172,55,87,52,4,146,3,33,14,4,2,5,7,8,24,1677,16,70,257,35,Power Tools
260,41,1,8422,0,16,2017-01-29,Diamond Tools,1259,170,36,61,40,22,150,85,17,1,3,1,3,0,0,15,1565,15,63,263,5,Power Tools
261,17,1,2893,0,16,2017-01-29,Drilling and Demolition Tools,1047,123,27,60,90,27,104,87,90,25,4,6,5,10,3,12,1992,11,206,202,35,Power Tools
262,2,1,4736,1,16,2017-01-29,Measuring Tools,1848,223,38,86,75,5,183,47,9,50,0,1,10,2,4,5,1371,39,30,152,44,Power Tools
263,33,1,8477,1,16,2017-01-29,Cordless Power Tools,1285,35,25,77,84,23,140,35,31,41,2,2,8,6,8,14,1554,19,104,249,50,Power Tools
264,47,1,1985,1,16,2017-01-29,Fastening Systems,1282,161,42,83,44,17,48,30,84,13,4,5,1,7,8,4,1565,14,174,219,22,Power Tools
265,48,1,1999,0,16,2017-01-30,Diamond Tools,1071,121,53,78,44,4,72,88,8,9,3,8,5,10,9,19,1980,50,139,207,50,Power Tools
266,8,1,4827,0,16,2017-01-30,Drilling and Demolition Tools,1822,148,27,70,47,29,189,30,22,43,3,7,3,7,10,9,1702,16,157,225,44,Power Tools
267,19,1,2934,0,16,2017-01-30,Measuring Tools,1678,25,42,66,86,1,25,50,133,14,5,7,10,8,4,2,1664,28,195,244,44,Power Tools
268,3,1,7038,0,16,2017-01-30,Cordless Power Tools,671,48,27,100,64,2,145,13,4,60,4,9,1,6,4,5,1655,36,17,267,22,Power Tools
269,9,1,4713,0,16,2017-01-30,Fastening Systems,914,69,46,81,71,27,191,35,10,34,0,7,4,0,3,11,1129,21,118,159,12,Power Tools
270,40,1,4027,1,16,2017-01-31,Diamond Tools,1651,156,51,43,30,19,228,11,23,59,4,6,3,7,5,15,1383,14,238,178,20,Power Tools
271,25,1,1320,0,16,2017-01-31,Drilling and Demolition Tools,1482,54,22,48,81,2,37,74,45,42,0,4,4,10,4,24,1286,49,81,178,36,Power Tools
272,10,1,4368,0,16,2017-01-31,Measuring Tools,1122,46,57,86,34,16,37,64,147,7,0,9,7,1,8,9,1775,45,93,181,14,Power Tools
273,42,1,3613,1,16,2017-01-31,Cordless Power Tools,1092,48,38,62,60,27,76,0,52,35,5,8,8,3,6,5,1481,4,93,180,6,Power Tools
274,44,1,8025,1,16,2017-01-31,Fastening Systems,1328,101,58,76,100,6,250,60,52,57,1,9,5,2,8,17,1209,43,195,200,23,Power Tools
275,29,1,7257,0,16,2017-02-01,Diamond Tools,664,174,36,70,67,8,42,82,170,60,0,6,8,3,0,21,1120,49,94,150,9,Power Tools
276,46,1,4470,0,16,2017-02-01,Drilling and Demolition Tools,1209,226,60,69,94,16,228,43,81,0,5,9,4,10,8,18,1975,34,238,234,26,Power Tools
277,32,1,8751,0,16,2017-02-01,Measuring Tools,813,247,47,80,36,14,170,9,127,41,5,3,0,3,7,19,1865,50,127,184,27,Power Tools
278,25,1,7131,1,16,2017-02-01,Cordless Power Tools,1312,202,60,44,71,20,209,59,143,0,2,0,8,3,6,8,1422,4,42,159,17,Power Tools
279,32,1,7361,0,16,2017-02-01,Fastening Systems,1541,215,47,48,63,6,9,33,19,50,2,1,1,4,2,2,1137,14,59,264,23,Power Tools
280,4,1,9002,0,16,2017-02-02,Diamond Tools,1305,190,25,92,56,10,138,70,70,48,4,8,5,9,7,2,1273,45,113,225,33,Power Tools
281,29,1,6647,0,16,2017-02-02,Drilling and Demolition Tools,1061,90,29,53,95,4,91,16,150,23,5,7,10,10,3,24,1446,18,27,223,9,Power Tools
282,50,1,9788,1,16,2017-02-02,Measuring Tools,1368,224,55,44,35,2,81,78,154,14,0,4,6,0,0,8,1693,49,36,230,43,Power Tools
283,22,1,7886,0,16,2017-02-02,Cordless Power Tools,1681,173,54,72,39,12,48,34,178,46,2,4,4,5,9,0,1221,16,158,270,23,Power Tools
284,2,1,7270,0,16,2017-02-02,Fastening Systems,1058,4,36,89,37,7,178,81,166,32,4,10,4,4,6,13,1579,4,132,159,13,Power Tools
285,46,1,7617,0,16,2017-02-03,Diamond Tools,1077,1,39,97,63,29,79,11,159,41,4,4,10,7,9,13,1120,22,200,183,18,Power Tools
286,20,1,3785,1,16,2017-02-03,Drilling and Demolition Tools,583,209,59,53,41,9,228,69,44,45,3,8,7,3,3,15,1709,28,182,268,19,Power Tools
287,49,1,9145,0,16,2017-02-03,Measuring Tools,602,198,22,77,49,10,231,14,140,2,5,7,3,1,5,7,1644,25,221,219,29,Power Tools
288,29,1,9820,1,16,2017-02-03,Cordless Power Tools,522,5,60,79,49,3,11,20,123,26,4,7,4,4,2,7,1182,50,138,173,16,Power Tools
289,42,1,7810,0,16,2017-02-03,Fastening Systems,1784,200,34,62,45,1,38,81,41,55,5,2,10,4,1,6,1498,6,233,222,3,Power Tools
290,39,1,2043,0,16,2017-02-04,Diamond Tools,1052,50,40,100,79,26,100,74,48,6,3,7,7,2,5,23,1006,30,118,223,7,Power Tools
291,11,1,7357,1,16,2017-02-04,Drilling and Demolition Tools,995,175,53,54,34,6,64,48,158,31,1,3,3,1,3,11,1040,11,82,188,42,Power Tools
292,1,1,2157,0,16,2017-02-04,Measuring Tools,1087,144,42,90,84,19,207,54,160,9,4,0,7,1,5,9,1401,27,99,239,34,Power Tools
293,30,1,5460,0,16,2017-02-04,Cordless Power Tools,1646,77,24,48,77,19,22,45,18,17,1,3,4,7,4,21,1075,17,153,190,32,Power Tools
294,31,1,4860,0,16,2017-02-04,Fastening Systems,1044,227,31,88,96,11,39,57,39,25,0,5,2,3,8,17,1019,47,138,165,44,Power Tools
295,47,1,2632,1,16,2017-02-05,Diamond Tools,565,201,29,86,80,28,142,83,80,58,5,8,9,1,1,22,1341,14,229,214,19,Power Tools
296,40,1,4709,1,16,2017-02-05,Drilling and Demolition Tools,1883,71,53,96,36,28,23,64,149,7,5,8,0,8,8,6,1875,0,225,245,48,Power Tools
297,25,1,1162,1,16,2017-02-05,Measuring Tools,1631,103,48,72,69,3,150,12,144,2,2,9,3,10,10,6,1930,14,2,215,6,Power Tools
298,14,1,3818,0,16,2017-02-05,Cordless Power Tools,1717,45,48,49,57,23,192,63,110,18,1,4,5,10,10,16,1650,40,69,216,37,Power Tools
299,24,1,7660,0,16,2017-02-05,Fastening Systems,1896,89,34,97,48,25,151,21,12,38,5,1,1,3,7,8,1353,17,22,195,35,Power Tools
300,42,1,2637,1,16,2017-02-06,Diamond Tools,1412,43,41,100,100,13,119,55,76,23,1,3,9,2,7,23,1808,4,141,172,37,Power Tools
301,26,1,3515,0,16,2017-02-06,Drilling and Demolition Tools,1057,241,56,54,54,14,118,84,10,23,4,2,1,4,8,10,1751,22,113,173,29,Power Tools
302,21,1,5155,1,16,2017-02-06,Measuring Tools,1512,47,59,57,58,19,69,33,109,14,1,2,7,7,0,5,1107,7,0,150,38,Power Tools
303,52,1,2149,1,16,2017-02-06,Cordless Power Tools,1670,23,31,50,33,6,48,62,141,47,2,2,0,6,10,22,1596,42,91,183,1,Power Tools
304,18,1,8128,1,16,2017-02-06,Fastening Systems,1004,136,57,93,42,24,47,23,29,19,5,6,2,6,9,15,1462,47,30,177,16,Power Tools
305,45,1,2990,0,16,2017-02-07,Diamond Tools,1027,8,47,89,58,7,103,23,123,56,1,0,8,7,10,5,1706,33,97,153,14,Power Tools
306,34,1,1607,0,16,2017-02-07,Drilling and Demolition Tools,1715,233,45,94,78,25,122,54,111,35,1,0,10,10,10,22,1309,48,225,181,7,Power Tools
307,20,1,9994,0,16,2017-02-07,Measuring Tools,791,93,47,41,67,29,144,58,41,35,5,10,2,10,10,5,1314,50,42,226,25,Power Tools
308,30,1,7471,1,16,2017-02-07,Cordless Power Tools,1019,170,36,59,82,5,29,60,81,50,5,0,3,2,10,22,1285,18,83,233,17,Power Tools
309,21,1,5883,0,16,2017-02-07,Fastening Systems,659,79,34,56,68,8,140,79,91,14,1,7,2,3,0,0,1299,17,184,256,35,Power Tools
310,13,1,5549,0,16,2017-02-08,Diamond Tools,1065,27,32,58,74,19,240,82,79,44,2,2,4,6,10,16,1326,2,70,193,40,Power Tools
311,36,1,6281,0,16,2017-02-08,Drilling and Demolition Tools,1002,226,24,86,34,29,29,13,90,18,4,1,2,9,6,24,1867,2,195,217,39,Power Tools
312,26,1,4505,0,16,2017-02-08,Measuring Tools,1714,122,44,50,94,23,90,62,4,18,0,5,7,5,1,19,1013,18,241,191,2,Power Tools
313,39,1,1075,1,16,2017-02-08,Cordless Power Tools,1855,43,52,82,45,29,147,2,126,52,5,9,10,4,3,2,1253,49,21,189,1,Power Tools
314,12,1,4293,1,16,2017-02-08,Fastening Systems,816,23,57,78,78,3,51,49,16,59,3,2,7,6,1,5,1795,42,194,225,28,Power Tools
315,42,1,6589,0,16,2017-02-09,Diamond Tools,1338,249,53,42,82,2,222,60,85,16,1,9,3,0,7,14,1894,38,99,233,24,Power Tools
316,32,1,2044,0,16,2017-02-09,Drilling and Demolition Tools,990,38,28,67,91,7,78,85,50,9,0,5,10,7,2,18,1614,48,30,178,14,Power Tools
317,52,1,1787,0,16,2017-02-09,Measuring Tools,586,134,28,53,40,27,223,52,27,41,2,9,10,2,9,7,1679,50,15,221,43,Power Tools
318,10,1,1187,0,16,2017-02-09,Cordless Power Tools,1660,112,46,52,95,12,169,8,72,57,1,2,7,8,4,18,1451,25,30,174,27,Power Tools
319,50,1,5265,0,16,2017-02-09,Fastening Systems,623,223,44,72,46,18,33,41,178,33,3,8,8,6,6,15,1622,6,164,189,50,Power Tools
320,10,1,1088,0,16,2017-02-10,Diamond Tools,1068,125,51,56,77,7,181,72,55,38,5,10,4,4,6,10,1325,28,124,204,40,Power Tools
321,20,1,3590,0,16,2017-02-10,Drilling and Demolition Tools,948,161,31,83,37,16,249,84,139,12,3,7,4,3,5,24,1911,18,43,180,24,Power Tools
322,30,1,9715,1,16,2017-02-10,Measuring Tools,1434,214,48,44,41,7,56,64,165,35,0,2,6,5,8,20,1584,20,125,180,1,Power Tools
323,24,1,1716,0,16,2017-02-10,Cordless Power Tools,526,228,28,75,66,25,77,39,16,34,4,2,9,5,10,22,1118,50,86,157,50,Power Tools
324,15,1,9496,0,16,2017-02-10,Fastening Systems,1626,112,54,73,55,22,45,7,150,55,4,4,1,10,6,24,1035,30,195,161,21,Power Tools
325,41,1,7624,0,16,2017-02-11,Diamond Tools,1232,236,20,99,41,22,4,60,150,0,5,3,3,4,2,3,1397,25,224,267,17,Power Tools
326,18,1,5781,1,16,2017-02-11,Drilling and Demolition Tools,563,117,60,72,40,28,187,20,6,59,1,3,5,5,9,17,1592,45,151,246,23,Power Tools
327,1,1,9254,1,16,2017-02-11,Measuring Tools,1307,29,22,88,82,29,8,71,176,40,3,10,7,8,9,9,1954,17,33,170,6,Power Tools
328,24,1,5313,0,16,2017-02-11,Cordless Power Tools,609,147,22,40,67,9,201,81,32,13,5,6,0,9,1,11,1551,50,235,214,47,Power Tools
329,18,1,4101,0,16,2017-02-11,Fastening Systems,958,122,35,98,77,5,161,58,140,27,0,7,5,0,8,24,1344,35,240,235,3,Power Tools
330,35,1,9073,1,16,2017-02-12,Diamond Tools,1296,121,35,70,32,19,181,73,133,47,5,8,0,8,1,0,1761,15,208,168,41,Power Tools
331,52,1,9443,1,16,2017-02-12,Drilling and Demolition Tools,1684,113,41,99,74,15,90,28,150,56,0,8,4,1,3,0,1367,35,126,170,49,Power Tools
332,40,1,1676,1,16,2017-02-12,Measuring Tools,1343,154,27,64,52,27,173,50,103,16,2,8,3,3,4,17,1129,48,82,241,38,Power Tools
333,41,1,2225,1,16,2017-02-12,Cordless Power Tools,845,31,58,55,83,2,24,67,22,38,5,6,9,3,4,3,1314,34,87,224,24,Power Tools
334,34,1,4497,0,16,2017-02-12,Fastening Systems,913,131,55,98,78,20,133,50,132,28,4,3,10,5,9,13,1623,18,134,240,41,Power Tools
335,26,1,6033,1,16,2017-02-13,Diamond Tools,1041,3,39,93,92,24,149,47,140,28,3,5,0,10,2,3,1466,16,15,266,19,Power Tools
336,51,1,9344,1,16,2017-02-13,Drilling and Demolition Tools,644,11,31,78,85,9,153,1,76,49,3,2,10,9,10,1,1625,46,128,227,18,Power Tools
337,51,1,2200,0,16,2017-02-13,Measuring Tools,1413,84,35,47,54,25,173,56,38,11,0,6,10,3,7,16,1546,40,129,185,44,Power Tools
338,22,1,4662,0,16,2017-02-13,Cordless Power Tools,920,34,20,82,76,2,235,63,46,55,2,8,8,9,2,7,1996,48,37,231,47,Power Tools
339,9,1,8651,0,16,2017-02-13,Fastening Systems,1212,166,26,69,81,25,177,6,106,42,0,9,10,6,10,12,1897,13,113,255,43,Power Tools
340,19,1,1388,0,16,2017-02-14,Diamond Tools,1224,227,24,61,45,27,246,34,64,10,2,8,0,6,10,11,1101,1,161,261,43,Power Tools
341,33,1,6263,0,16,2017-02-14,Drilling and Demolition Tools,989,0,26,80,30,16,166,16,27,30,3,4,10,6,6,1,1150,36,104,168,0,Power Tools
342,49,1,7263,1,16,2017-02-14,Measuring Tools,1826,243,50,63,35,15,201,30,80,25,4,8,0,1,0,20,1963,43,216,164,12,Power Tools
343,15,1,8953,0,16,2017-02-14,Cordless Power Tools,1683,129,57,48,81,23,182,54,113,51,0,7,5,10,5,6,1865,3,131,200,43,Power Tools
344,37,1,9831,0,16,2017-02-14,Fastening Systems,1853,0,32,41,39,29,123,24,28,44,3,1,8,0,10,7,1416,19,169,172,5,Power Tools
